"uu","vv"
0.0349999999999999,-0.32
0.0349999999999999,-0.3
0.0349999999999999,-0.28
0.0349999999999999,-0.26
0.0349999999999999,-0.24
0.0349999999999999,-0.22
0.0349999999999999,-0.2
0.0349999999999999,-0.18
0.0349999999999999,-0.16
0.0349999999999999,-0.14
0.0349999999999999,-0.12
0.0349999999999999,-0.1
0.0349999999999999,0.1
0.0349999999999999,0.12
0.0349999999999999,0.14
0.0349999999999999,0.16
0.0349999999999999,0.18
0.0349999999999999,0.2
0.0349999999999999,0.22
0.0349999999999999,0.24
0.0349999999999999,0.26
0.0349999999999999,0.28
0.0349999999999999,0.3
0.0349999999999999,0.32
0.0349999999999999,0.34
0.0349999999999999,0.36
0.0349999999999999,0.38
0.0349999999999999,0.4
0.0349999999999999,0.42
0.0349999999999999,0.44
0.0349999999999999,0.46
0.0349999999999999,0.48
0.0349999999999999,0.5
0.0349999999999999,0.52
0.0349999999999999,0.54
0.0349999999999999,0.56
0.0349999999999999,0.58
0.0349999999999999,0.6
0.0349999999999999,0.62
0.0349999999999999,0.64
0.0349999999999999,0.66
0.0349999999999999,0.68
0.0349999999999999,0.7
0.0349999999999999,0.72
0.0349999999999999,0.74
0.0349999999999999,0.76
0.0349999999999999,0.78
0.0349999999999999,0.8
0.0349999999999999,0.82
0.0349999999999999,0.84
0.0349999999999999,0.86
0.0349999999999999,0.88
0.0800000000000001,-0.9
0.0800000000000001,-0.88
0.0800000000000001,-0.86
0.0800000000000001,-0.84
0.0800000000000001,-0.82
0.0800000000000001,-0.8
0.0800000000000001,-0.78
0.0800000000000001,-0.76
0.0800000000000001,-0.74
0.0800000000000001,-0.72
0.0800000000000001,-0.7
0.0800000000000001,-0.68
0.0800000000000001,-0.66
0.0800000000000001,-0.64
0.0800000000000001,-0.62
0.0800000000000001,-0.6
0.0800000000000001,-0.58
0.0800000000000001,-0.56
0.0800000000000001,-0.54
0.0800000000000001,-0.52
0.0800000000000001,-0.5
0.0800000000000001,-0.48
0.0800000000000001,-0.46
0.0800000000000001,-0.44
0.0800000000000001,-0.42
0.0800000000000001,-0.4
0.0800000000000001,-0.38
0.0800000000000001,-0.36
0.0800000000000001,-0.34
0.0800000000000001,-0.32
0.0800000000000001,-0.3
0.0800000000000001,-0.28
0.0800000000000001,-0.26
0.0800000000000001,-0.24
0.0800000000000001,-0.22
0.0800000000000001,-0.2
0.0800000000000001,-0.18
0.0800000000000001,-0.16
0.0800000000000001,-0.14
0.0800000000000001,-0.12
0.0800000000000001,-0.1
0.0800000000000001,0.1
0.0800000000000001,0.12
0.0800000000000001,0.14
0.0800000000000001,0.16
0.0800000000000001,0.18
0.0800000000000001,0.2
0.0800000000000001,0.22
0.0800000000000001,0.24
0.0800000000000001,0.26
0.0800000000000001,0.28
0.0800000000000001,0.3
0.0800000000000001,0.32
0.0800000000000001,0.34
0.0800000000000001,0.36
0.0800000000000001,0.38
0.0800000000000001,0.4
0.0800000000000001,0.42
0.0800000000000001,0.44
0.0800000000000001,0.46
0.0800000000000001,0.48
0.0800000000000001,0.5
0.0800000000000001,0.52
0.0800000000000001,0.54
0.0800000000000001,0.56
0.0800000000000001,0.58
0.0800000000000001,0.6
0.0800000000000001,0.62
0.0800000000000001,0.64
0.0800000000000001,0.66
0.0800000000000001,0.68
0.0800000000000001,0.7
0.0800000000000001,0.72
0.0800000000000001,0.74
0.0800000000000001,0.76
0.0800000000000001,0.78
0.0800000000000001,0.8
0.0800000000000001,0.82
0.0800000000000001,0.84
0.0800000000000001,0.86
0.0800000000000001,0.88
0.125,-0.9
0.125,-0.88
0.125,-0.86
0.125,-0.84
0.125,-0.82
0.125,-0.8
0.125,-0.78
0.125,-0.76
0.125,-0.74
0.125,-0.72
0.125,-0.7
0.125,-0.68
0.125,-0.66
0.125,-0.64
0.125,-0.62
0.125,-0.6
0.125,-0.58
0.125,-0.56
0.125,-0.54
0.125,-0.52
0.125,-0.5
0.125,-0.48
0.125,-0.46
0.125,-0.44
0.125,-0.42
0.125,-0.4
0.125,-0.38
0.125,-0.36
0.125,-0.34
0.125,-0.32
0.125,-0.3
0.125,-0.28
0.125,-0.26
0.125,-0.24
0.125,-0.22
0.125,-0.2
0.125,-0.18
0.125,-0.16
0.125,-0.14
0.125,-0.12
0.125,-0.1
0.125,0.1
0.125,0.12
0.125,0.14
0.125,0.16
0.125,0.18
0.125,0.2
0.125,0.22
0.125,0.24
0.125,0.26
0.125,0.28
0.125,0.3
0.125,0.32
0.125,0.34
0.125,0.36
0.125,0.38
0.125,0.4
0.125,0.42
0.125,0.44
0.125,0.46
0.125,0.48
0.125,0.5
0.125,0.52
0.125,0.54
0.125,0.56
0.125,0.58
0.125,0.6
0.125,0.62
0.125,0.64
0.125,0.66
0.125,0.68
0.125,0.7
0.125,0.72
0.125,0.74
0.125,0.76
0.125,0.78
0.125,0.8
0.125,0.82
0.125,0.84
0.125,0.86
0.125,0.88
0.17,-0.9
0.17,-0.88
0.17,-0.86
0.17,-0.84
0.17,-0.82
0.17,-0.8
0.17,-0.78
0.17,-0.76
0.17,-0.74
0.17,-0.72
0.17,-0.7
0.17,-0.68
0.17,-0.66
0.17,-0.64
0.17,-0.62
0.17,-0.6
0.17,-0.58
0.17,-0.56
0.17,-0.54
0.17,-0.52
0.17,-0.5
0.17,-0.48
0.17,-0.46
0.17,-0.44
0.17,-0.42
0.17,-0.4
0.17,-0.38
0.17,-0.36
0.17,-0.34
0.17,-0.32
0.17,-0.3
0.17,-0.28
0.17,-0.26
0.17,-0.24
0.17,-0.22
0.17,-0.2
0.17,-0.18
0.17,-0.16
0.17,-0.14
0.17,-0.12
0.17,-0.1
0.17,0.1
0.17,0.12
0.17,0.14
0.17,0.16
0.17,0.18
0.17,0.2
0.17,0.22
0.17,0.24
0.17,0.26
0.17,0.28
0.17,0.3
0.17,0.32
0.17,0.34
0.17,0.36
0.17,0.38
0.17,0.4
0.17,0.42
0.17,0.44
0.17,0.46
0.17,0.48
0.17,0.5
0.17,0.52
0.17,0.54
0.17,0.56
0.17,0.58
0.17,0.6
0.17,0.62
0.17,0.64
0.17,0.66
0.17,0.68
0.17,0.7
0.17,0.72
0.17,0.74
0.17,0.76
0.17,0.78
0.17,0.8
0.17,0.82
0.17,0.84
0.17,0.86
0.17,0.88
0.215,-0.9
0.215,-0.88
0.215,-0.86
0.215,-0.84
0.215,-0.82
0.215,-0.8
0.215,-0.78
0.215,-0.76
0.215,-0.74
0.215,-0.72
0.215,-0.7
0.215,-0.68
0.215,-0.66
0.215,-0.64
0.215,-0.62
0.215,-0.6
0.215,-0.58
0.215,-0.56
0.215,-0.54
0.215,-0.52
0.215,-0.5
0.215,-0.48
0.215,-0.46
0.215,-0.44
0.215,-0.42
0.215,-0.4
0.215,-0.38
0.215,-0.36
0.215,-0.34
0.215,-0.32
0.215,-0.3
0.215,-0.28
0.215,-0.26
0.215,-0.24
0.215,-0.22
0.215,-0.2
0.215,-0.18
0.215,-0.16
0.215,-0.14
0.215,-0.12
0.215,-0.1
0.215,0.1
0.215,0.12
0.215,0.14
0.215,0.16
0.215,0.18
0.215,0.2
0.215,0.22
0.215,0.24
0.215,0.26
0.215,0.28
0.215,0.3
0.215,0.32
0.215,0.34
0.215,0.36
0.215,0.38
0.215,0.4
0.215,0.42
0.215,0.44
0.215,0.46
0.215,0.48
0.215,0.5
0.215,0.52
0.215,0.54
0.215,0.56
0.215,0.58
0.215,0.6
0.215,0.62
0.215,0.64
0.215,0.66
0.215,0.68
0.215,0.7
0.215,0.72
0.215,0.74
0.215,0.76
0.215,0.78
0.215,0.8
0.215,0.82
0.215,0.84
0.215,0.86
0.215,0.88
0.26,-0.9
0.26,-0.88
0.26,-0.86
0.26,-0.84
0.26,-0.82
0.26,-0.8
0.26,-0.78
0.26,-0.76
0.26,-0.74
0.26,-0.72
0.26,-0.7
0.26,-0.68
0.26,-0.66
0.26,-0.64
0.26,-0.62
0.26,-0.6
0.26,-0.58
0.26,-0.56
0.26,-0.54
0.26,-0.52
0.26,-0.5
0.26,-0.48
0.26,-0.46
0.26,-0.44
0.26,-0.42
0.26,-0.4
0.26,-0.38
0.26,-0.36
0.26,-0.34
0.26,-0.32
0.26,-0.3
0.26,-0.28
0.26,-0.26
0.26,-0.24
0.26,-0.22
0.26,-0.2
0.26,-0.18
0.26,-0.16
0.26,-0.14
0.26,-0.12
0.26,-0.1
0.26,0.1
0.26,0.12
0.26,0.14
0.26,0.16
0.26,0.18
0.26,0.2
0.26,0.22
0.26,0.24
0.26,0.26
0.26,0.28
0.26,0.3
0.26,0.32
0.26,0.34
0.26,0.36
0.26,0.38
0.26,0.4
0.26,0.42
0.26,0.44
0.26,0.46
0.26,0.48
0.26,0.5
0.26,0.52
0.26,0.54
0.26,0.56
0.26,0.58
0.26,0.6
0.26,0.62
0.26,0.64
0.26,0.66
0.26,0.68
0.26,0.7
0.26,0.72
0.26,0.74
0.26,0.76
0.26,0.78
0.26,0.8
0.26,0.82
0.26,0.84
0.26,0.86
0.26,0.88
0.305,-0.9
0.305,-0.88
0.305,-0.86
0.305,-0.84
0.305,-0.82
0.305,-0.8
0.305,-0.78
0.305,-0.76
0.305,-0.74
0.305,-0.72
0.305,-0.7
0.305,-0.68
0.305,-0.66
0.305,-0.64
0.305,-0.62
0.305,-0.6
0.305,-0.58
0.305,-0.56
0.305,-0.54
0.305,-0.52
0.305,-0.5
0.305,-0.48
0.305,-0.46
0.305,-0.44
0.305,-0.42
0.305,-0.4
0.305,-0.38
0.305,-0.36
0.305,-0.34
0.305,-0.32
0.305,-0.3
0.305,-0.28
0.305,-0.26
0.305,-0.24
0.305,-0.22
0.305,-0.2
0.305,-0.18
0.305,-0.16
0.305,-0.14
0.305,-0.12
0.305,-0.1
0.305,0.1
0.305,0.12
0.305,0.14
0.305,0.16
0.305,0.18
0.305,0.2
0.305,0.22
0.305,0.24
0.305,0.26
0.305,0.28
0.305,0.3
0.305,0.32
0.305,0.34
0.305,0.36
0.305,0.38
0.305,0.4
0.305,0.42
0.305,0.44
0.305,0.46
0.305,0.48
0.305,0.5
0.305,0.52
0.305,0.54
0.305,0.56
0.305,0.58
0.305,0.6
0.305,0.62
0.305,0.64
0.305,0.66
0.305,0.68
0.305,0.7
0.305,0.72
0.305,0.74
0.305,0.76
0.305,0.78
0.305,0.8
0.305,0.82
0.305,0.84
0.305,0.86
0.305,0.88
0.35,-0.9
0.35,-0.88
0.35,-0.86
0.35,-0.84
0.35,-0.82
0.35,-0.8
0.35,-0.78
0.35,-0.76
0.35,-0.74
0.35,-0.72
0.35,-0.7
0.35,-0.68
0.35,-0.66
0.35,-0.64
0.35,-0.62
0.35,-0.6
0.35,-0.58
0.35,-0.56
0.35,-0.54
0.35,-0.52
0.35,-0.5
0.35,-0.48
0.35,-0.46
0.35,-0.44
0.35,-0.42
0.35,-0.4
0.35,-0.38
0.35,-0.36
0.35,-0.34
0.35,-0.32
0.35,-0.3
0.35,-0.28
0.35,-0.26
0.35,-0.24
0.35,-0.22
0.35,-0.2
0.35,-0.18
0.35,-0.16
0.35,-0.14
0.35,-0.12
0.35,-0.1
0.35,0.1
0.35,0.12
0.35,0.14
0.35,0.16
0.35,0.18
0.35,0.2
0.35,0.22
0.35,0.24
0.35,0.26
0.35,0.28
0.35,0.3
0.35,0.32
0.35,0.34
0.35,0.36
0.35,0.38
0.35,0.4
0.35,0.42
0.35,0.44
0.35,0.46
0.35,0.48
0.35,0.5
0.35,0.52
0.35,0.54
0.35,0.56
0.35,0.58
0.35,0.6
0.35,0.62
0.35,0.64
0.35,0.66
0.35,0.68
0.35,0.7
0.35,0.72
0.35,0.74
0.35,0.76
0.35,0.78
0.35,0.8
0.35,0.82
0.35,0.84
0.35,0.86
0.35,0.88
0.395,-0.9
0.395,-0.88
0.395,-0.86
0.395,-0.84
0.395,-0.82
0.395,-0.8
0.395,-0.78
0.395,-0.76
0.395,-0.74
0.395,-0.72
0.395,-0.7
0.395,-0.68
0.395,-0.66
0.395,-0.64
0.395,-0.62
0.395,-0.6
0.395,-0.58
0.395,-0.56
0.395,-0.54
0.395,-0.52
0.395,-0.5
0.395,-0.48
0.395,-0.46
0.395,-0.44
0.395,-0.42
0.395,-0.4
0.395,-0.38
0.395,-0.36
0.395,-0.34
0.395,-0.32
0.395,-0.3
0.395,-0.28
0.395,-0.26
0.395,-0.24
0.395,-0.22
0.395,-0.2
0.395,-0.18
0.395,-0.16
0.395,-0.14
0.395,-0.12
0.395,-0.1
0.395,0.1
0.395,0.12
0.395,0.14
0.395,0.16
0.395,0.18
0.395,0.2
0.395,0.22
0.395,0.24
0.395,0.26
0.395,0.28
0.395,0.3
0.395,0.32
0.395,0.34
0.395,0.36
0.395,0.38
0.395,0.4
0.395,0.42
0.395,0.44
0.395,0.46
0.395,0.48
0.395,0.5
0.395,0.52
0.395,0.54
0.395,0.56
0.395,0.58
0.395,0.6
0.395,0.62
0.395,0.64
0.395,0.66
0.395,0.68
0.395,0.7
0.395,0.72
0.395,0.74
0.395,0.76
0.395,0.78
0.395,0.8
0.395,0.82
0.395,0.84
0.395,0.86
0.395,0.88
0.44,-0.9
0.44,-0.88
0.44,-0.86
0.44,-0.84
0.44,-0.82
0.44,-0.8
0.44,-0.78
0.44,-0.76
0.44,-0.74
0.44,-0.72
0.44,-0.7
0.44,-0.68
0.44,-0.66
0.44,-0.64
0.44,-0.62
0.44,-0.6
0.44,-0.58
0.44,-0.56
0.44,-0.54
0.44,-0.52
0.44,-0.5
0.44,-0.48
0.44,-0.46
0.44,-0.44
0.44,-0.42
0.44,-0.4
0.44,-0.38
0.44,-0.36
0.44,-0.34
0.44,-0.32
0.44,-0.3
0.44,-0.28
0.44,-0.26
0.44,-0.24
0.44,-0.22
0.44,-0.2
0.44,-0.18
0.44,-0.16
0.44,-0.14
0.44,-0.12
0.44,-0.1
0.44,0.1
0.44,0.12
0.44,0.14
0.44,0.16
0.44,0.18
0.44,0.2
0.44,0.22
0.44,0.24
0.44,0.26
0.44,0.28
0.44,0.3
0.44,0.32
0.44,0.34
0.44,0.36
0.44,0.38
0.44,0.4
0.44,0.42
0.44,0.44
0.44,0.46
0.44,0.48
0.44,0.5
0.44,0.52
0.44,0.54
0.44,0.56
0.44,0.58
0.44,0.6
0.44,0.62
0.44,0.64
0.44,0.66
0.44,0.68
0.44,0.7
0.44,0.72
0.44,0.74
0.44,0.76
0.44,0.78
0.44,0.8
0.44,0.82
0.44,0.84
0.44,0.86
0.44,0.88
0.485,-0.9
0.485,-0.88
0.485,-0.86
0.485,-0.84
0.485,-0.82
0.485,-0.8
0.485,-0.78
0.485,-0.76
0.485,-0.74
0.485,-0.72
0.485,-0.7
0.485,-0.68
0.485,-0.66
0.485,-0.64
0.485,-0.62
0.485,-0.6
0.485,-0.58
0.485,-0.56
0.485,-0.54
0.485,-0.52
0.485,-0.5
0.485,-0.48
0.485,-0.46
0.485,-0.44
0.485,-0.42
0.485,-0.4
0.485,-0.38
0.485,-0.36
0.485,-0.34
0.485,-0.32
0.485,-0.3
0.485,-0.28
0.485,-0.26
0.485,-0.24
0.485,-0.22
0.485,-0.2
0.485,-0.18
0.485,-0.16
0.485,-0.14
0.485,-0.12
0.485,-0.1
0.485,0.1
0.485,0.12
0.485,0.14
0.485,0.16
0.485,0.18
0.485,0.2
0.485,0.22
0.485,0.24
0.485,0.26
0.485,0.28
0.485,0.3
0.485,0.32
0.485,0.34
0.485,0.36
0.485,0.38
0.485,0.4
0.485,0.42
0.485,0.44
0.485,0.46
0.485,0.48
0.485,0.5
0.485,0.52
0.485,0.54
0.485,0.56
0.485,0.58
0.485,0.6
0.485,0.62
0.485,0.64
0.485,0.66
0.485,0.68
0.485,0.7
0.485,0.72
0.485,0.74
0.485,0.76
0.485,0.78
0.485,0.8
0.485,0.82
0.485,0.84
0.485,0.86
0.485,0.88
0.53,-0.9
0.53,-0.88
0.53,-0.86
0.53,-0.84
0.53,-0.82
0.53,-0.8
0.53,-0.78
0.53,-0.76
0.53,-0.74
0.53,-0.72
0.53,-0.7
0.53,-0.68
0.53,-0.66
0.53,-0.64
0.53,-0.62
0.53,-0.6
0.53,-0.58
0.53,-0.56
0.53,-0.54
0.53,-0.52
0.53,-0.5
0.53,-0.48
0.53,-0.46
0.53,-0.44
0.53,-0.42
0.53,-0.4
0.53,-0.38
0.53,-0.36
0.53,-0.34
0.53,-0.32
0.53,-0.3
0.53,-0.28
0.53,-0.26
0.53,-0.24
0.53,-0.22
0.53,-0.2
0.53,-0.18
0.53,-0.16
0.53,-0.14
0.53,-0.12
0.53,-0.1
0.53,0.1
0.53,0.12
0.53,0.14
0.53,0.16
0.53,0.18
0.53,0.2
0.53,0.22
0.53,0.24
0.53,0.26
0.53,0.28
0.53,0.3
0.53,0.32
0.53,0.34
0.53,0.36
0.53,0.38
0.53,0.4
0.53,0.42
0.53,0.44
0.53,0.46
0.53,0.48
0.53,0.5
0.53,0.52
0.53,0.54
0.53,0.56
0.53,0.58
0.53,0.6
0.53,0.62
0.53,0.64
0.53,0.66
0.53,0.68
0.53,0.7
0.53,0.72
0.53,0.74
0.53,0.76
0.53,0.78
0.53,0.8
0.53,0.82
0.53,0.84
0.53,0.86
0.53,0.88
0.575,-0.9
0.575,-0.88
0.575,-0.86
0.575,-0.84
0.575,-0.82
0.575,-0.8
0.575,-0.78
0.575,-0.76
0.575,-0.74
0.575,-0.72
0.575,-0.7
0.575,-0.68
0.575,-0.66
0.575,-0.64
0.575,-0.62
0.575,-0.6
0.575,-0.58
0.575,-0.56
0.575,-0.54
0.575,-0.52
0.575,-0.5
0.575,-0.48
0.575,-0.46
0.575,-0.44
0.575,-0.42
0.575,-0.4
0.575,-0.38
0.575,-0.36
0.575,-0.34
0.575,-0.32
0.575,-0.3
0.575,-0.28
0.575,-0.26
0.575,-0.24
0.575,-0.22
0.575,-0.2
0.575,-0.18
0.575,-0.16
0.575,-0.14
0.575,-0.12
0.575,-0.1
0.575,0.1
0.575,0.12
0.575,0.14
0.575,0.16
0.575,0.18
0.575,0.2
0.575,0.22
0.575,0.24
0.575,0.26
0.575,0.28
0.575,0.3
0.575,0.32
0.575,0.34
0.575,0.36
0.575,0.38
0.575,0.4
0.575,0.42
0.575,0.44
0.575,0.46
0.575,0.48
0.575,0.5
0.575,0.52
0.575,0.54
0.575,0.56
0.575,0.58
0.575,0.6
0.575,0.62
0.575,0.64
0.575,0.66
0.575,0.68
0.575,0.7
0.575,0.72
0.575,0.74
0.575,0.76
0.575,0.78
0.575,0.8
0.575,0.82
0.575,0.84
0.575,0.86
0.575,0.88
0.62,-0.9
0.62,-0.88
0.62,-0.86
0.62,-0.84
0.62,-0.82
0.62,-0.8
0.62,-0.78
0.62,-0.76
0.62,-0.74
0.62,-0.72
0.62,-0.7
0.62,-0.68
0.62,-0.66
0.62,-0.64
0.62,-0.62
0.62,-0.6
0.62,-0.58
0.62,-0.56
0.62,-0.54
0.62,-0.52
0.62,-0.5
0.62,-0.48
0.62,-0.46
0.62,-0.44
0.62,-0.42
0.62,-0.4
0.62,-0.38
0.62,-0.36
0.62,-0.34
0.62,-0.32
0.62,-0.3
0.62,-0.28
0.62,-0.26
0.62,-0.24
0.62,-0.22
0.62,-0.2
0.62,-0.18
0.62,-0.16
0.62,-0.14
0.62,-0.12
0.62,-0.1
0.62,0.1
0.62,0.12
0.62,0.14
0.62,0.16
0.62,0.18
0.62,0.2
0.62,0.22
0.62,0.24
0.62,0.26
0.62,0.28
0.62,0.3
0.62,0.32
0.62,0.34
0.62,0.36
0.62,0.38
0.62,0.4
0.62,0.42
0.62,0.44
0.62,0.46
0.62,0.48
0.62,0.5
0.62,0.52
0.62,0.54
0.62,0.56
0.62,0.58
0.62,0.6
0.62,0.62
0.62,0.64
0.62,0.66
0.62,0.68
0.62,0.7
0.62,0.72
0.62,0.74
0.62,0.76
0.62,0.78
0.62,0.8
0.62,0.82
0.62,0.84
0.62,0.86
0.62,0.88
0.665,-0.9
0.665,-0.88
0.665,-0.86
0.665,-0.84
0.665,-0.82
0.665,-0.8
0.665,-0.78
0.665,-0.76
0.665,-0.74
0.665,-0.72
0.665,-0.7
0.665,-0.68
0.665,-0.66
0.665,-0.64
0.665,-0.62
0.665,-0.6
0.665,-0.58
0.665,-0.56
0.665,-0.54
0.665,-0.52
0.665,-0.5
0.665,-0.48
0.665,-0.46
0.665,-0.44
0.665,-0.42
0.665,-0.4
0.665,-0.38
0.665,-0.36
0.665,-0.34
0.665,-0.32
0.665,-0.3
0.665,-0.28
0.665,-0.26
0.665,-0.24
0.665,-0.22
0.665,-0.2
0.665,-0.18
0.665,-0.16
0.665,-0.14
0.665,-0.12
0.665,-0.1
0.665,0.1
0.665,0.12
0.665,0.14
0.665,0.16
0.665,0.18
0.665,0.2
0.665,0.22
0.665,0.24
0.665,0.26
0.665,0.28
0.665,0.3
0.665,0.32
0.665,0.34
0.665,0.36
0.665,0.38
0.665,0.4
0.665,0.42
0.665,0.44
0.665,0.46
0.665,0.48
0.665,0.5
0.665,0.52
0.665,0.54
0.665,0.56
0.665,0.58
0.665,0.6
0.665,0.62
0.665,0.64
0.665,0.66
0.665,0.68
0.665,0.7
0.665,0.72
0.665,0.74
0.665,0.76
0.665,0.78
0.665,0.8
0.665,0.82
0.665,0.84
0.665,0.86
0.665,0.88
0.71,-0.9
0.71,-0.88
0.71,-0.86
0.71,-0.84
0.71,-0.82
0.71,-0.8
0.71,-0.78
0.71,-0.76
0.71,-0.74
0.71,-0.72
0.71,-0.7
0.71,-0.68
0.71,-0.66
0.71,-0.64
0.71,-0.62
0.71,-0.6
0.71,-0.58
0.71,-0.56
0.71,-0.54
0.71,-0.52
0.71,-0.5
0.71,-0.48
0.71,-0.46
0.71,-0.44
0.71,-0.42
0.71,-0.4
0.71,-0.38
0.71,-0.36
0.71,-0.34
0.71,-0.32
0.71,-0.3
0.71,-0.28
0.71,-0.26
0.71,-0.24
0.71,-0.22
0.71,-0.2
0.71,-0.18
0.71,-0.16
0.71,-0.14
0.71,-0.12
0.71,-0.1
0.71,0.1
0.71,0.12
0.71,0.14
0.71,0.16
0.71,0.18
0.71,0.2
0.71,0.22
0.71,0.24
0.71,0.26
0.71,0.28
0.71,0.3
0.71,0.32
0.71,0.34
0.71,0.36
0.71,0.38
0.71,0.4
0.71,0.42
0.71,0.44
0.71,0.46
0.71,0.48
0.71,0.5
0.71,0.52
0.71,0.54
0.71,0.56
0.71,0.58
0.71,0.6
0.71,0.62
0.71,0.64
0.71,0.66
0.71,0.68
0.71,0.7
0.71,0.72
0.71,0.74
0.71,0.76
0.71,0.78
0.71,0.8
0.71,0.82
0.71,0.84
0.71,0.86
0.71,0.88
0.755,-0.9
0.755,-0.88
0.755,-0.86
0.755,-0.84
0.755,-0.82
0.755,-0.8
0.755,-0.78
0.755,-0.76
0.755,-0.74
0.755,-0.72
0.755,-0.7
0.755,-0.68
0.755,-0.66
0.755,-0.64
0.755,-0.62
0.755,-0.6
0.755,-0.58
0.755,-0.56
0.755,-0.54
0.755,-0.52
0.755,-0.5
0.755,-0.48
0.755,-0.46
0.755,-0.44
0.755,-0.42
0.755,-0.4
0.755,-0.38
0.755,-0.36
0.755,-0.34
0.755,-0.32
0.755,-0.3
0.755,-0.28
0.755,-0.26
0.755,-0.24
0.755,-0.22
0.755,-0.2
0.755,-0.18
0.755,-0.16
0.755,-0.14
0.755,-0.12
0.755,-0.1
0.755,0.1
0.755,0.12
0.755,0.14
0.755,0.16
0.755,0.18
0.755,0.2
0.755,0.22
0.755,0.24
0.755,0.26
0.755,0.28
0.755,0.3
0.755,0.32
0.755,0.34
0.755,0.36
0.755,0.38
0.755,0.4
0.755,0.42
0.755,0.44
0.755,0.46
0.755,0.48
0.755,0.5
0.755,0.52
0.755,0.54
0.755,0.56
0.755,0.58
0.755,0.6
0.755,0.62
0.755,0.64
0.755,0.66
0.755,0.68
0.755,0.7
0.755,0.72
0.755,0.74
0.755,0.76
0.755,0.78
0.755,0.8
0.755,0.82
0.755,0.84
0.755,0.86
0.755,0.88
0.8,-0.9
0.8,-0.88
0.8,-0.86
0.8,-0.84
0.8,-0.82
0.8,-0.8
0.8,-0.78
0.8,-0.76
0.8,-0.74
0.8,-0.72
0.8,-0.7
0.8,-0.68
0.8,-0.66
0.8,-0.64
0.8,-0.62
0.8,-0.6
0.8,-0.58
0.8,-0.56
0.8,-0.54
0.8,-0.52
0.8,-0.5
0.8,-0.48
0.8,-0.46
0.8,-0.44
0.8,-0.42
0.8,-0.4
0.8,-0.38
0.8,-0.36
0.8,-0.34
0.8,-0.32
0.8,-0.3
0.8,-0.28
0.8,-0.26
0.8,-0.24
0.8,-0.22
0.8,-0.2
0.8,-0.18
0.8,-0.16
0.8,-0.14
0.8,-0.12
0.8,-0.1
0.8,0.1
0.8,0.12
0.8,0.14
0.8,0.16
0.8,0.18
0.8,0.2
0.8,0.22
0.8,0.24
0.8,0.26
0.8,0.28
0.8,0.3
0.8,0.32
0.8,0.34
0.8,0.36
0.8,0.38
0.8,0.4
0.8,0.42
0.8,0.44
0.8,0.46
0.8,0.48
0.8,0.5
0.8,0.52
0.8,0.54
0.8,0.56
0.8,0.58
0.8,0.6
0.8,0.62
0.8,0.64
0.8,0.66
0.8,0.68
0.8,0.7
0.8,0.72
0.8,0.74
0.8,0.76
0.8,0.78
0.8,0.8
0.8,0.82
0.8,0.84
0.8,0.86
0.8,0.88
0.845,-0.9
0.845,-0.88
0.845,-0.86
0.845,-0.84
0.845,-0.82
0.845,-0.8
0.845,-0.78
0.845,-0.76
0.845,-0.74
0.845,-0.72
0.845,-0.7
0.845,-0.68
0.845,-0.66
0.845,-0.64
0.845,-0.62
0.845,-0.6
0.845,-0.58
0.845,-0.56
0.845,-0.54
0.845,-0.52
0.845,-0.5
0.845,-0.48
0.845,-0.46
0.845,-0.44
0.845,-0.42
0.845,-0.4
0.845,-0.38
0.845,-0.36
0.845,-0.34
0.845,-0.32
0.845,-0.3
0.845,-0.28
0.845,-0.26
0.845,-0.24
0.845,-0.22
0.845,-0.2
0.845,-0.18
0.845,-0.16
0.845,-0.14
0.845,-0.12
0.845,-0.1
0.845,0.1
0.845,0.12
0.845,0.14
0.845,0.16
0.845,0.18
0.845,0.2
0.845,0.22
0.845,0.24
0.845,0.26
0.845,0.28
0.845,0.3
0.845,0.32
0.845,0.34
0.845,0.36
0.845,0.38
0.845,0.4
0.845,0.42
0.845,0.44
0.845,0.46
0.845,0.48
0.845,0.5
0.845,0.52
0.845,0.54
0.845,0.56
0.845,0.58
0.845,0.6
0.845,0.62
0.845,0.64
0.845,0.66
0.845,0.68
0.845,0.7
0.845,0.72
0.845,0.74
0.845,0.76
0.845,0.78
0.845,0.8
0.845,0.82
0.845,0.84
0.845,0.86
0.845,0.88
0.89,-0.9
0.89,-0.88
0.89,-0.86
0.89,-0.84
0.89,-0.82
0.89,-0.8
0.89,-0.78
0.89,-0.76
0.89,-0.74
0.89,-0.72
0.89,-0.7
0.89,-0.68
0.89,-0.66
0.89,-0.64
0.89,-0.62
0.89,-0.6
0.89,-0.58
0.89,-0.56
0.89,-0.54
0.89,-0.52
0.89,-0.5
0.89,-0.48
0.89,-0.46
0.89,-0.44
0.89,-0.42
0.89,-0.4
0.89,-0.38
0.89,-0.36
0.89,-0.34
0.89,-0.32
0.89,-0.3
0.89,-0.28
0.89,-0.26
0.89,-0.24
0.89,-0.22
0.89,-0.2
0.89,-0.18
0.89,-0.16
0.89,-0.14
0.89,-0.12
0.89,-0.1
0.89,0.1
0.89,0.12
0.89,0.14
0.89,0.16
0.89,0.18
0.89,0.2
0.89,0.22
0.89,0.24
0.89,0.26
0.89,0.28
0.89,0.3
0.89,0.32
0.89,0.34
0.89,0.36
0.89,0.38
0.89,0.4
